event_id,date,competition,season,round,venue,opponent,player_id,player,position,shirt_number,starter,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialWon,duelWon,totalClearance,ballRecovery,savedShotsFromInsideTheBox,penaltyFaced,saves,punches,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedAssists,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,keeperSaveValue,ratingVersions,totalShots,goalsPrevented,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,totalCross,accurateCross,duelLost,dispossessed,totalContest,outfielderBlock,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,topSpeed,kilometersCovered,numberOfSprints,totalProgressiveBallCarriesDistance,progressiveBallCarriesCount,keyPass,metersCoveredRunningKm,metersCoveredHighSpeedRunningKm,metersCoveredSprintingKm,aerialLost,bigChanceMissed,shotOffTarget,onTargetScoringAttempt,fouls,expectedGoals,expectedGoalsOnTarget,shotValueNormalized,challengeLost,goals,bigChanceCreated,penaltyConceded,wonContest,errorLeadToAGoal,totalOffside,blockedScoringAttempt,errorLeadToAShot,clearanceOffLine,penaltyWon,goodHighClaim,hitWoodwork,metersCoveredWalkingKm,metersCoveredJoggingKm,lastManTackle,penaltyMiss,penaltySave,crossNotClaimed,ownGoals
14288840,2025-12-22,Liga Portugal Betclic,Liga Portugal 25/26,15.0,Home,Famalicão,795236,Vangelis Pavlidis,F,14,True,16.0,12.0,,,0.0,7.0,7.0,5.0,9.0,,2.0,1.0,3.0,,,,,,,81.0,25.0,6.6,6.0,0.00733312,105.50573507577,10.0,45.885,31.185,,"{'original': 6.6, 'alternative': 7}",2,,-0.04,0.15,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,8.0,1.0,2.0,,,1.0,,,,,,,47.71050082529,1.0,,,,,4.0,,1.0,1.0,1.0,0.8382,0.9853,0.29,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
14288840,2025-12-22,Liga Portugal Betclic,Liga Portugal 25/26,15.0,Home,Famalicão,1100952,Andreas Schjelderup,M,21,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288840,2025-12-22,Liga Portugal Betclic,Liga Portugal 25/26,15.0,Home,Famalicão,1006069,António Silva,D,4,False,26.0,20.0,5.0,,0.0,16.0,18.0,4.0,8.0,2.0,4.0,3.0,2.0,,,,,,,34.0,34.0,7.0,7.0,0.0111929,61.448281491865,9.0,12.495,6.195,,"{'original': 7, 'alternative': 7}",1,,0.14,0.02,0.29,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,2.0,,,1.0,,0.0386,0.1513,-0.12,,,,,,,,,,,,,,,,,,,,
14288840,2025-12-22,Liga Portugal Betclic,Liga Portugal 25/26,15.0,Home,Famalicão,1489159,Diogo Ferreira,G,50,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288840,2025-12-22,Liga Portugal Betclic,Liga Portugal 25/26,15.0,Home,Famalicão,1103333,Franjo Ivanović,F,9,False,8.0,6.0,2.0,1.0,0.0,3.0,3.0,3.0,5.0,1.0,2.0,,1.0,,,,,,,9.0,13.0,6.6,6.0,0.00084393,37.106199759201,3.0,24.15,24.465,,"{'original': 6.6, 'alternative': 6.3}",0,,0.04,0.08,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,3.0,1.0,1.0,,,,,2.0,1.0,,,,32.781909181546,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14288840,2025-12-22,Liga Portugal Betclic,Liga Portugal 25/26,15.0,Home,Famalicão,1158353,João Rêgo,F,84,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288840,2025-12-22,Liga Portugal Betclic,Liga Portugal 25/26,15.0,Home,Famalicão,1085740,Manu Silva,M,16,False,4.0,2.0,1.0,1.0,0.0,,1.0,2.0,3.0,1.0,1.0,,,,,,,,,8.0,4.0,6.7,2.0,0.00336984,3.1682960720236,1.0,-3.15,-3.15,,"{'original': 6.7, 'alternative': 6.6}",0,,0.04,-0.04,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288840,2025-12-22,Liga Portugal Betclic,Liga Portugal 25/26,15.0,Home,Famalicão,1142692,Rafael Obrador,M,3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288840,2025-12-22,Liga Portugal Betclic,Liga Portugal 25/26,15.0,Home,Famalicão,1184329,Rodrigo Rego,F,67,False,7.0,6.0,1.0,,0.0,5.0,5.0,1.0,2.0,,4.0,,2.0,,,,,,,9.0,17.0,6.8,4.0,0.0004857,16.802201760484,1.0,16.8,16.8,,"{'original': 6.8, 'alternative': 6.9}",1,,0.0,0.0,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1.0,,2.0,,2.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,,,0.0153,,-0.02,1.0,,,,2.0,,,1.0,,,,,,,,,,,,
14288840,2025-12-22,Liga Portugal Betclic,Liga Portugal 25/26,15.0,Home,Famalicão,1410243,Tiago Freitas,M,88,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288915,2025-12-28,Liga Portugal Betclic,Liga Portugal 25/26,16.0,Away,Sporting Braga,1102791,Amar Dedić,D,17,True,45.0,41.0,2.0,2.0,0.0,23.0,25.0,18.0,20.0,1.0,4.0,,4.0,,,,,,,90.0,70.0,6.3,9.0,0.0849288,183.38149038211,19.0,89.46,24.99,,"{'original': 6.3, 'alternative': 7}",0,,-0.38,0.32,-0.3,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,33.24,11.36,18.0,56.040305523748,3.0,2.0,1.7,0.54,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288915,2025-12-28,Liga Portugal Betclic,Liga Portugal 25/26,16.0,Away,Sporting Braga,966616,Anatoliy Trubin,G,1,True,25.0,20.0,13.0,8.0,0.0,16.0,16.0,4.0,9.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,30.0,6.7,5.0,0.00314766,39.12743057552,5.0,18.06,9.03,0.4999,"{'original': 6.7, 'alternative': 6.9}",0,0.2392,0.16,-0.11,-0.35,0.42,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
